municipio,icms_25_por_cento,icms_liquido,ipi_25_por_cento,ipi_liquido,ipva_50_por_cento,ipva_liquido,mes_competencia,ano_competencia
CARNAUBAL,"242858,52","194286,82","1042,9","834,32","42439,42","33951,54",Abril,2019
CASCAVEL,"1397551,01","1118040,81","6001,48","4801,18","301039,57","240831,66",Abril,2019
CATARINA,"235438,74","188350,99","1011,04","808,83","42665,16","34132,13",Abril,2019
CATUNDA,"619136,27","495309,02","2658,74","2126,99","20398,37","16318,7",Abril,2019
CAUCAIA,"8068518,52","6454814,82","34648,48","27718,78","1744939,57","1395951,66",Abril,2019
CEDRO,"365908,12","292726,5","1571,31","1257,05","67314,52","53851,62",Abril,2019
CHAVAL,"279260,91","223408,73","1199,22","959,38","15121,52","12097,22",Abril,2019
CHORO,"290214,64","232171,71","1246,26","997,01","23741,16","18992,93",Abril,2019
CHOROZINHO,"498760,35","399008,28","2141,82","1713,46","70792,21","56633,77",Abril,2019
COREAU,"346957,87","277566,3","1489,93","1191,94","53049,64","42439,71",Abril,2019
CRATEUS,"777319,85","621855,88","3338,03","2670,42","383672,71","306938,17",Abril,2019
CRATO,"1997167,59","1597734,07","8576,4","6861,12","882175,42","705740,34",Abril,2019
CROATA,"251451,42","201161,14","1079,8","863,84","43559,2","34847,36",Abril,2019
CRUZ,"633391,74","506713,39","2719,96","2175,97","149798,92","119839,14",Abril,2019
DEPUTADO IRAPUAN,"545146,2","436116,96","2341,01","1872,81","17794,67","14235,74",Abril,2019
ERERE,"274331,51","219465,21","1178,06","942,45","11344,39","9075,51",Abril,2019
EUSEBIO,"6343016,12","5074412,9","27238,69","21790,95","951995,8","761596,64",Abril,2019
FARIAS BRITO,413775,331020,"1776,87","1421,5","45320,87","36256,7",Abril,2019
FORQUILHA,"649832,06","519865,65","2790,56","2232,45","76096,94","60877,55",Abril,2019
FORTALEZA,"83231108,92","66584887,14","357417,71","285934,17","34317394,72","27453915,78",Abril,2019
FORTIM,"570516,66","456413,33","2449,96","1959,97","56933,37","45546,7",Abril,2019
FRECHEIRINHA,"871210,87","696968,7","3741,22","2992,98","55451,44","44361,15",Abril,2019
GENERAL SAMPAIO,"290547,02","232437,62","1247,69","998,15","12155,27","9724,22",Abril,2019
GRACA,"426327,06","341061,65","1830,77","1464,62","27495,34","21996,27",Abril,2019
GRANJEIRO,"381835,25","305468,2","1639,71","1311,77","8416,24","6732,99",Abril,2019
GROAIRAS,"494026,45","395221,16","2121,49","1697,19","39492,06","31593,65",Abril,2019
GUAIUBA,"448080,5","358464,4","1924,18","1539,34","54219,29","43375,43",Abril,2019
GUARACIABA,"497445,5","397956,4","2136,17","1708,94","233239,49","186591,59",Abril,2019
GUARAMIRANGA,"336141,02","268912,82","1443,48","1154,78","21734,22","17387,38",Abril,2019
HIDROLANDIA,"425745,39","340596,31","1828,27","1462,62",35594,"28475,2",Abril,2019
HORIZONTE,"3770727,5",3016582,"16192,56","12954,05","328787,64","263030,11",Abril,2019
IBARETAMA,"262813,26","210250,61","1128,59","902,87","26760,32","21408,26",Abril,2019
IBIAPINA,"371172,35","296937,88","1593,92","1275,14","79138,3","63310,64",Abril,2019
IBICUITINGA,"268622,47","214897,98","1153,54","922,83","26035,97","20828,78",Abril,2019
ICAPUI,"1070073,74","856058,99","4595,2","3676,16","69979,52","55983,62",Abril,2019
ICO,"494793,82","395835,06","2124,78","1699,82","214247,14","171397,71",Abril,2019
IGUATU,"1522651,07","1218120,86","6538,69","5230,95","694941,89","555953,51",Abril,2019
INDEPENDENCIA,"342695,65","274156,52","1471,63","1177,3","89530,29","71624,23",Abril,2019
IPAPORANGA,"423008,19","338406,55","1816,52","1453,22","23603,5","18882,8",Abril,2019
IPAUMIRIM,"291820,27","233456,22","1253,16","1002,53","57996,89","46397,51",Abril,2019
IPU,"619576,17","495660,94","2660,63","2128,5","148889,36","119111,49",Abril,2019
IPUEIRAS,"426544,55","341235,64","1831,7","1465,36","79194,14","63355,31",Abril,2019
IRACEMA,"486672,66","389338,13","2089,91","1671,93","49970,07","39976,06",Abril,2019
IRAUCUBA,"360084,22","288067,38","1546,3","1237,04","43268,61","34614,89",Abril,2019
ITAICABA,"458330,35","366664,28","1968,2","1574,56","23237,07","18589,66",Abril,2019
ITAITINGA,"910746,41","728597,13",3911,"3128,8","230889,59","184711,67",Abril,2019
ITAPAGE,"537372,05","429897,64","2307,63","1846,1","135921,64","108737,31",Abril,2019
ITAPIPOCA,"1506535,76","1205228,61","6469,49","5175,59","444593,3","355674,64",Abril,2019
ITAPIUNA,"395948,96","316759,17","1700,32","1360,26","36527,6","29222,08",Abril,2019
ITAREMA,"2275922,61","1820738,09","9773,45","7818,76","131877,37","105501,9",Abril,2019
ITATIRA,"483651,95","386921,56","2076,94","1661,55","48441,12","38752,9",Abril,2019
JAGUARETAMA,"327227,99","261782,39","1405,21","1124,17","43961,16","35168,93",Abril,2019
JAGUARIBARA,"405722,22","324577,78","1742,29","1393,83","48767,22","39013,78",Abril,2019
JAGUARIBE,"699571,01","559656,81","3004,15","2403,32","171973,16","137578,53",Abril,2019
JAGUARUANA,"601500,86","481200,69","2583,01","2066,41","114868,02","91894,42",Abril,2019
JARDIM,"276504,16","221203,33","1187,39","949,91","79004,9","63203,92",Abril,2019
JATI,"518001,44","414401,15","2224,44","1779,55","26900,29","21520,23",Abril,2019
JIJOCA DE,"690824,16","552659,33","2966,59","2373,27","167516,5","134013,2",Abril,2019
JUAZEIRO DO NORTE,4450422,"3560337,6","19111,36","15289,09","2161008,87","1728807,1",Abril,2019
JUCAS,"499740,36","399792,29","2146,03","1716,82","64232,07","51385,66",Abril,2019
LAVRAS DA,"320101,47","256081,18","1374,61","1099,69","79998,32","63998,66",Abril,2019
LIMOEIRO DO NORTE,"1138391,44","910713,15","4888,57","3910,86","338844,97","271075,98",Abril,2019
MADALENA,"335395,62","268316,5","1440,28","1152,22","40340,17","32272,14",Abril,2019
MARACANAU,"17425889,27","13940711,42","74831,65","59865,32","1458173,97","1166539,18",Abril,2019
MARANGUAPE,"2140323,42","1712258,74","9191,15","7352,92","456739,77","365391,82",Abril,2019
MARCO,"558959,3","447167,44","2400,33","1920,26","98024,64","78419,71",Abril,2019
MARTINOPOLE,"531672,77","425338,22","2283,15","1826,52","21827,24","17461,79",Abril,2019
MASSAPE,"452257,17","361805,74","1942,12","1553,7",94982,"75985,6",Abril,2019
MAURITI,"394516,81","315613,45","1694,17","1355,34","127601,59","102081,27",Abril,2019
MERUOCA,"483111,86","386489,49","2074,62","1659,7","45508,3","36406,64",Abril,2019
MILAGRES,"295307,8","236246,24","1268,13","1014,5","78922,32","63137,86",Abril,2019
MILHA,"489436,72","391549,38","2101,78","1681,42","42576,01","34060,81",Abril,2019
MIRAIMA,"205989,32","164791,46","884,58","707,66","19207,52","15366,02",Abril,2019
MISSAO VELHA,"472092,15","377673,72","2027,3","1621,84","132000,82","105600,66",Abril,2019
MOMBACA,"560489,21","448391,37","2406,9","1925,52","103119,22","82495,38",Abril,2019
MONSENHOR,"458970,66","367176,53","1970,95","1576,76","45784,52","36627,62",Abril,2019
MORADA NOVA,"1511768,24","1209414,59","6491,96","5193,57","222253,59","177802,87",Abril,2019
MORAUJO,"313576,17","250860,94","1346,58","1077,26","20175,04","16140,03",Abril,2019
MORRINHOS,"381972,1","305577,68","1640,3","1312,24","36010,49","28808,39",Abril,2019
MUCAMBO,"452076,34","361661,07","1941,34","1553,07","37046,76","29637,41",Abril,2019
MULUNGU,"351354,51","281083,61","1508,81","1207,05","27728,71","22182,97",Abril,2019
NOVA OLINDA,"556354,07","445083,26","2389,14","1911,31","40878,04","32702,43",Abril,2019
NOVA RUSSAS,"646598,75",517279,"2776,68","2221,34","125254,92","100203,94",Abril,2019
NOVO ORIENTE,"519787,95","415830,36","2232,12","1785,7","74712,89","59770,31",Abril,2019
OCARA,"313923,25","251138,6","1348,07","1078,46","49718,45","39774,76",Abril,2019
OROS,"364021,44","291217,15","1563,21","1250,57","75232,64","60186,11",Abril,2019
GRANJA,"467893,46","374314,77","2009,27","1607,42","98412,14","78729,71",Abril,2019
PACAJUS,"1561893,31","1249514,65","6707,21","5365,77","325573,34","260458,67",Abril,2019
PACATUBA,"2857036,16","2285628,93","12268,91","9815,13","256271,01","205016,81",Abril,2019
PACOTI,277775,222220,"1192,84","954,27","39156,99","31325,59",Abril,2019
PACUJA,534432,"427545,6",2295,1836,"15526,47","12421,18",Abril,2019
PALHANO,"240874,06","192699,25","1034,38","827,5","37269,57","29815,66",Abril,2019
PALMACIA,"402093,01","321674,41","1726,7","1381,36","20119,05","16095,24",Abril,2019
PARACURU,"1177428,36","941942,69","5056,21","4044,97","134346,49","107477,19",Abril,2019
PARAIPABA,"533085,37","426468,3","2289,22","1831,38","117997,6","94398,08",Abril,2019
PARAMBU,"344074,04","275259,23","1477,55","1182,04","82833,61","66266,89",Abril,2019
PARAMOTI,"308204,44","246563,55","1323,52","1058,82","24396,37","19517,1",Abril,2019
PEDRA BRANCA,"593167,04","474533,63","2547,23","2037,78","118585,59","94868,47",Abril,2019
PENAFORTE,"620104,07","496083,26","2662,9","2130,32",27409,"21927,2",Abril,2019
PENTECOSTE,"729357,66","583486,13","3132,07","2505,66","113169,94","90535,95",Abril,2019
PEREIRO,"409908,7","327926,96","1760,26","1408,21","71871,57","57497,26",Abril,2019
PINDORETAMA,"545735,16","436588,13","2343,54","1874,83","84750,91","67800,73",Abril,2019
PIQUET CARNEIRO,"471241,66","376993,33","2023,64","1618,91","33638,04","26910,43",Abril,2019
PIRES FERREIRA,"488867,31","391093,85","2099,33","1679,46","20905,46","16724,37",Abril,2019
PORANGA,"307031,34","245625,07","1318,48","1054,78","27635,72","22108,58",Abril,2019
PORTEIRAS,"354008,6","283206,88","1520,21","1216,17","50978,47","40782,78",Abril,2019
POTENGI,"285062,81","228050,25","1224,14","979,31","26783,19","21426,55",Abril,2019
POTIRETAMA,"535108,97","428087,18","2297,91","1838,33","15643,94","12515,15",Abril,2019
QUITERIANOPOLIS,"438360,97","350688,78","1882,44","1505,95","51240,2","40992,16",Abril,2019
QUIXADA,"919300,14","735440,11","3947,73","3158,18","441408,71","353126,97",Abril,2019
QUIXELO,"307246,4","245797,12","1319,4","1055,52","47910,9","38328,72",Abril,2019
QUIXERAMOBIM,"1373803,31","1099042,65","5899,5","4719,6","278880,64","223104,51",Abril,2019
QUIXERE,"928716,65","742973,32","3988,17","3190,54","63377,97","50702,38",Abril,2019
REDENCAO,"337416,74","269933,39","1448,96","1159,17","95021,52","76017,22",Abril,2019
RERIUTABA,"589408,26","471526,61","2531,08","2024,86","59891,37","47913,1",Abril,2019
RUSSAS,"1301330,91","1041064,73","5588,28","4470,62","372815,5","298252,4",Abril,2019
SABOEIRO,"346698,84","277359,07","1488,82","1191,06","28775,45","23020,36",Abril,2019
SALITRE,"521447,36","417157,89","2239,24","1791,39","18648,12","14918,5",Abril,2019
SANTA QUITERIA,"753017,37","602413,9","3233,67","2586,94","130317,62","104254,1",Abril,2019
SANTANA DO,"421429,41","337143,53","1809,74","1447,79","61907,15","49525,72",Abril,2019
SANTANA DO CARIRI,"331106,51","264885,21","1421,86","1137,49","31860,75","25488,6",Abril,2019
SAO BENEDITO,"557915,75","446332,6","2395,85","1916,68","219419,27","175535,42",Abril,2019
SAO GONCALO DO,"6402877,81","5122302,25","27495,75","21996,6","253082,17","202465,74",Abril,2019
SAO JOAO DO,"417570,44","334056,35","1793,16","1434,53","24698,42","19758,74",Abril,2019
SAO LUIS DO CURU,"300315,4","240252,32","1289,64","1031,71","27622,56","22098,05",Abril,2019
SENADOR POMPEU,"701785,21","561428,17","3013,66","2410,93","77761,81","62209,45",Abril,2019
SENADOR SA,"321523,86","257219,09","1380,71","1104,57","13637,94","10910,35",Abril,2019
SOBRAL,"7993418,91","6394735,13","34325,98","27460,78","1551291,74","1241033,39",Abril,2019
SOLONOPOLE,"541998,41","433598,73","2327,49","1861,99","65038,12","52030,5",Abril,2019
TABULEIRO DO,"530751,42","424601,14","2279,2","1823,36","144535,14","115628,11",Abril,2019
TAMBORIL,"441545,42","353236,34","1896,12","1516,9","60904,19","48723,35",Abril,2019
TARRAFAS,"419520,71","335616,57","1801,54","1441,23","14831,22","11864,98",Abril,2019
TAUA,"608087,26","486469,81","2611,3","2089,04","277155,22","221724,18",Abril,2019
TEJUCUOCA,299047,"239237,6","1284,19","1027,35","28817,11","23053,69",Abril,2019
TIANGUA,"1234555,32","987644,26","5301,53","4241,22","498822,24","399057,79",Abril,2019
TRAIRI,"1373842,4","1099073,92","5899,66","4719,73","130807,26","104645,81",Abril,2019
TURURU,"234136,12","187308,9","1005,45","804,36","33872,86","27098,29",Abril,2019
UBAJARA,"767749,41","614199,53","3296,93","2637,54","140171,2","112136,96",Abril,2019
UMARI,"129171,65","103337,32","554,7","443,76","14782,99","11826,39",Abril,2019
UMIRIM,"284314,97","227451,98","1220,93","976,74","29211,62","23369,3",Abril,2019
URUBURETAMA,"488354,07","390683,26","2097,13","1677,7","42603,6","34082,88",Abril,2019
URUOCA,"494268,37","395414,7","2122,53","1698,02","35341,65","28273,32",Abril,2019
VARJOTA,"535639,3","428511,44","2300,19","1840,15","90489,89","72391,91",Abril,2019
VARZEA ALEGRE,"509315,7","407452,56","2187,14","1749,71","148695,9","118956,72",Abril,2019
VICOSA DO CEARA,"460935,6","368748,48","1979,39","1583,51","143967,07","115173,66",Abril,2019
ABAIARA,"298535,75","238828,6","1427,93","1142,34","15082,02","12065,62",Abril,2020
ACARAPE,"213372,1","170697,68","1020,58","816,46","30836,07","24668,86",Abril,2020
ACARAU,"866473,16","693178,53","4144,44","3315,55","170594,72","136475,78",Abril,2020
ACOPIARA,"409102,87","327282,3","1956,79","1565,43","117025,67","93620,54",Abril,2020
AIUABA,"179679,01","143743,21","859,43","687,54","17945,66","14356,53",Abril,2020
ALCANTARAS,"418846,52","335077,22","2003,39","1602,71","27986,05","22388,84",Abril,2020
ALTANEIRA,"338962,89","271170,31","1621,3","1297,04","18363,26","14690,61",Abril,2020
ALTO SANTO,"341467,19","273173,75","1633,28","1306,62","39104,11","31283,29",Abril,2020
AMONTADA,"605128,92","484103,14","2894,4","2315,52","62027,37","49621,9",Abril,2020
ANTONINA DO,"360698,09","288558,47","1725,26","1380,21","17891,91","14313,53",Abril,2020
APUIARES,"272482,4","217985,92","1303,32","1042,66","23688,89","18951,11",Abril,2020
AQUIRAZ,"3905779,91","3124623,93","18681,8","14945,44","336350,87","269080,7",Abril,2020
ARACATI,"1526413,32","1221130,66","7301,01","5840,81","272981,66","218385,33",Abril,2020
ARACOIABA,"293433,14","234746,51","1403,52","1122,82","55456,42","44365,14",Abril,2020
ARARENDA,"351225,86","280980,69","1679,95","1343,96","22759,74","18207,79",Abril,2020
ARARIPE,"243978,82","195183,06","1166,98","933,58","37251,72","29801,38",Abril,2020
ARATUBA,"240800,66","192640,53","1151,78","921,42","25888,15","20710,52",Abril,2020
ARNEIROZ,"261315,5","209052,4","1249,9","999,92","14021,25",11217,Abril,2020
ASSARE,"264122,19","211297,75","1263,33","1010,66","49539,52","39631,62",Abril,2020
AURORA,"224462,61","179570,09","1073,63","858,9","39737,52","31790,02",Abril,2020
BAIXIO,"354478,37","283582,7","1695,51","1356,41","12164,87","9731,9",Abril,2020
BANABUIU,"279826,15","223860,92","1338,44","1070,75","41436,72","33149,38",Abril,2020
BARBALHA,"1072592,74","858074,19","5130,34","4104,27","240782,24","192625,79",Abril,2020
BARREIRA,"301536,55","241229,24","1442,28","1153,82","54075,61","43260,49",Abril,2020
BARRO,"244505,72","195604,58","1169,5","935,6","35795,72","28636,58",Abril,2020
BARROQUINHA,"298694,37","238955,5","1428,69","1142,95","20504,77","16403,82",Abril,2020
BATURITE,"336129,92","268903,94","1607,75","1286,2","116059,36","92847,49",Abril,2020
BEBERIBE,"745701,72","596561,38","3566,78","2853,42",140641,"112512,8",Abril,2020
BELA CRUZ,"285946,72","228757,38","1367,72","1094,18","62987,49","50389,99",Abril,2020
BOA VIAGEM,"342038,4","273630,72","1636,01","1308,81","148052,95","118442,36",Abril,2020
BREJO SANTO,"635826,51","508661,21","3041,23","2432,98","190846,6","152677,28",Abril,2020
CAMOCIM,"760996,42","608797,14","3639,93","2911,94","166043,32","132834,66",Abril,2020
CAMPOS SALES,"409653,62","327722,9","1959,42","1567,54","65434,67","52347,74",Abril,2020
CANINDE,"500243,51","400194,81","2392,72","1914,18","264762,2","211809,76",Abril,2020
CAPISTRANO,"269719,06","215775,25","1290,1","1032,08","32835,87","26268,7",Abril,2020
CARIDADE,"366474,97","293179,98","1752,89","1402,31","39155,17","31324,14",Abril,2020
CARIRE,"348656,06","278924,85","1667,66","1334,13","37794,82","30235,86",Abril,2020
CARIRIACU,"250975,66","200780,53","1200,45","960,36","47859,8","38287,84",Abril,2020
CARIUS,"247141,05","197712,84","1182,1","945,68","35441,99","28353,59",Abril,2020
CARNAUBAL,"215275,52","172220,42","1029,69","823,75","34324,4","27459,52",Abril,2020
CASCAVEL,"1061686,4","849349,12","5078,17","4062,54","229711,04","183768,83",Abril,2020
CATARINA,"260062,31","208049,85","1243,91","995,13","30881,06","24704,85",Abril,2020
CATUNDA,"305032,32","244025,86","1459,01","1167,21","18626,94","14901,55",Abril,2020
CAUCAIA,"5885219,99","4708175,99","28149,69","22519,75","1372695,56","1098156,45",Abril,2020
CEDRO,"265395,47","212316,38","1269,42","1015,54","52100,89","41680,71",Abril,2020
CHAVAL,"243237,91","194590,33","1163,44","930,75","12748,82","10199,06",Abril,2020
CHORO,"301752,04","241401,63","1443,32","1154,66","20183,09","16146,47",Abril,2020
CHOROZINHO,"391618,29","313294,63","1873,16","1498,53","52864,74","42291,79",Abril,2020
COREAU,"346971,9","277577,52","1659,61","1327,69","48121,82","38497,46",Abril,2020
CRATEUS,"592520,56","474016,45","2834,09","2267,27","297521,34","238017,07",Abril,2020
CRATO,"1530674,6","1224539,68","7321,39","5857,11","645904,6","516723,68",Abril,2020
CROATA,"214601,81","171681,45","1026,47","821,18","36059,4","28847,52",Abril,2020
CRUZ,"432509,84","346007,87","2068,74","1654,99","122864,75","98291,8",Abril,2020
DEPUTADO IRAPUAN,"348019,14","278415,31","1664,62","1331,7","14452,96","11562,37",Abril,2020
ERERE,"342478,22","273982,58","1638,11","1310,49","7788,34","6230,67",Abril,2020
EUSEBIO,"4810908,37","3848726,7","23011,13","18408,9","766323,77","613059,02",Abril,2020
FARIAS BRITO,"343942,55","275154,04","1645,12","1316,1","40706,32","32565,06",Abril,2020
FORQUILHA,"451395,54","361116,43","2159,08","1727,26","67828,11","54262,49",Abril,2020
FORTALEZA,"62913246,35","50330597,08","300921,38","240737,1","23800782,41","19040625,93",Abril,2020
FORTIM,"326659,39","261327,51","1562,45","1249,96","48276,36","38621,09",Abril,2020
FRECHEIRINHA,"549120,97","439296,78","2626,51","2101,21","45419,81","36335,85",Abril,2020
GENERAL SAMPAIO,"233843,41","187074,73","1118,5","894,8","9374,65","7499,72",Abril,2020
GRACA,"336505,35","269204,28","1609,54","1287,63","24401,06","19520,85",Abril,2020
GRANJEIRO,"261617,9","209294,32","1251,35","1001,08","7798,11","6238,49",Abril,2020
GROAIRAS,"334483,47","267586,78","1599,87","1279,9","34749,81","27799,85",Abril,2020
GUAIUBA,"341060,22","272848,18","1631,33","1305,06","48515,26","38812,21",Abril,2020
GUARACIABA,"417179,07","333743,26","1995,42","1596,34","153556,46","122845,17",Abril,2020
GUARAMIRANGA,"312140,29","249712,23",1493,"1194,4","15094,64","12075,71",Abril,2020
HIDROLANDIA,"284534,16","227627,33","1360,96","1088,77","35490,86","28392,69",Abril,2020
HORIZONTE,"2749671,47","2199737,18",13152,"10521,6","249726,77","199781,42",Abril,2020
IBARETAMA,"224119,09","179295,27","1071,99","857,59","22166,65","17733,32",Abril,2020
IBIAPINA,"267356,32","213885,06","1278,8","1023,04","58808,22","47046,58",Abril,2020
IBICUITINGA,"286913,25","229530,6","1372,34","1097,87","27174,46","21739,57",Abril,2020
ICAPUI,"977945,41","782356,33","4677,63","3742,1","41442,87","33154,3",Abril,2020
